"","chr","SNPid","physPos","linkMapPos"
"Chr04_39041015","Chr04","Chr04_39041015",39041015,74.5345379578649
"Chr04_39303583","Chr04","Chr04_39303583",39303583,75.0359104557212
"Chr04_39920160","Chr04","Chr04_39920160",39920160,76.2132616584983
"Chr04_40142988","Chr04","Chr04_40142988",40142988,76.6387507925601
"Chr04_40283402","Chr04","Chr04_40283402",40283402,76.9068707383037
"Chr04_40446590","Chr04","Chr04_40446590",40446590,77.2184775417991
"Chr04_40467138","Chr04","Chr04_40467138",40467138,77.2577138618608
"Chr04_41492080","Chr04","Chr04_41492080",41492080,79.2148363242244
"Chr04_41924895","Chr04","Chr04_41924895",41924895,80.0412947565531
"Chr04_42359864","Chr04","Chr04_42359864",42359864,80.8718662428732
"Chr04_43610113","Chr04","Chr04_43610113",43610113,83.2592114794306
"Chr04_44173593","Chr04","Chr04_44173593",44173593,84.3351741827764
"Chr04_44636559","Chr04","Chr04_44636559",44636559,85.219205823504
"Chr04_44699097","Chr04","Chr04_44699097",44699097,85.33862187295
"Chr04_45008084","Chr04","Chr04_45008084",45008084,85.9286312571672
"Chr04_45389778","Chr04","Chr04_45389778",45389778,86.6574743538004
"Chr04_45573856","Chr04","Chr04_45573856",45573856,87.0089705249271
"Chr04_45836181","Chr04","Chr04_45836181",45836181,87.5098790152997
"Chr04_45883422","Chr04","Chr04_45883422",45883422,87.6000855072227
"Chr04_45956778","Chr04","Chr04_45956778",45956778,87.7401584824244
"Chr04_46014341","Chr04","Chr04_46014341",46014341,87.8500747901774
"Chr04_46065500","Chr04","Chr04_46065500",46065500,87.9477626867141
"Chr04_46179453","Chr04","Chr04_46179453",46179453,88.1653554636261
"Chr04_46199779","Chr04","Chr04_46199779",46199779,88.2041678756162
"Chr04_46271259","Chr04","Chr04_46271259",46271259,88.3406586366639
"Chr04_46302690","Chr04","Chr04_46302690",46302690,88.4006759997094
"Chr04_46490306","Chr04","Chr04_46490306",46490306,88.758927967039
"Chr04_46583556","Chr04","Chr04_46583556",46583556,88.9369884520376
"Chr04_46757902","Chr04","Chr04_46757902",46757902,89.2699014098667
"Chr04_46759626","Chr04","Chr04_46759626",46759626,89.2731933806564
"Chr04_46783964","Chr04","Chr04_46783964",46783964,89.319666689867
"Chr04_46891363","Chr04","Chr04_46891363",46891363,89.5247446311899
"Chr04_46891881","Chr04","Chr04_46891881",46891881,89.5257337500235
"Chr04_46955393","Chr04","Chr04_46955393",46955393,89.6470096483959
"Chr04_46965210","Chr04","Chr04_46965210",46965210,89.6657551688381
"Chr04_47322146","Chr04","Chr04_47322146",47322146,90.3473229680172
"Chr04_47343781","Chr04","Chr04_47343781",47343781,90.3886349100327
"Chr04_47414685","Chr04","Chr04_47414685",47414685,90.5240258014894
"Chr04_47534495","Chr04","Chr04_47534495",47534495,90.7528024954055
"Chr04_47618487","Chr04","Chr04_47618487",47618487,90.913184868124
"Chr04_47863106","Chr04","Chr04_47863106",47863106,91.3802838255488
"Chr04_47868644","Chr04","Chr04_47868644",47868644,91.3908586133872
"Chr04_47909855","Chr04","Chr04_47909855",47909855,91.4695508455295
"Chr04_47994491","Chr04","Chr04_47994491",47994491,91.6311629335546
"Chr04_48158410","Chr04","Chr04_48158410",48158410,91.9441655784927
"Chr04_48163793","Chr04","Chr04_48163793",48163793,91.9544443944793
"Chr04_48213080","Chr04","Chr04_48213080",48213080,92.0485577148452
"Chr04_48327512","Chr04","Chr04_48327512",48327512,92.2670651402539
"Chr04_48388343","Chr04","Chr04_48388343",48388343,92.3832216803391
"Chr04_48393092","Chr04","Chr04_48393092",48393092,92.3922898759773
"Chr04_48438354","Chr04","Chr04_48438354",48438354,92.4787174756771
"Chr04_48535799","Chr04","Chr04_48535799",48535799,92.6647882956308
"Chr04_48647008","Chr04","Chr04_48647008",48647008,92.8771414160191
"Chr04_48653350","Chr04","Chr04_48653350",48653350,92.8892514384948
"Chr04_49067592","Chr04","Chr04_49067592",49067592,93.6802448050018
"Chr04_49120627","Chr04","Chr04_49120627",49120627,93.7815149156924
"Chr04_49132838","Chr04","Chr04_49132838",49132838,93.8048317691221
"Chr04_49283261","Chr04","Chr04_49283261",49283261,94.0920638585048
"Chr04_49285055","Chr04","Chr04_49285055",49285055,94.0954894940018
"Chr04_49294743","Chr04","Chr04_49294743",49294743,94.1139886894834
"Chr04_49392031","Chr04","Chr04_49392031",49392031,94.2997597185938
"Chr04_49424215","Chr04","Chr04_49424215",49424215,94.36121493199
"Chr04_49443943","Chr04","Chr04_49443943",49443943,94.3988854654811
"Chr04_49558102","Chr04","Chr04_49558102",49558102,94.6168715985316
"Chr04_49798148","Chr04","Chr04_49798148",49798148,95.0752384315822
"Chr04_50136614","Chr04","Chr04_50136614",50136614,95.7215378430087
"Chr04_50213494","Chr04","Chr04_50213494",50213494,95.8683398814719
"Chr04_50338283","Chr04","Chr04_50338283",50338283,96.1066239550642
"Chr04_50341358","Chr04","Chr04_50341358",50341358,96.1124956547036
"Chr04_50353796","Chr04","Chr04_50353796",50353796,96.1362459636839
"Chr04_50417535","Chr04","Chr04_50417535",50417535,96.2579553176069
"Chr04_50546755","Chr04","Chr04_50546755",50546755,96.5047003671674
"Chr04_50607550","Chr04","Chr04_50607550",50607550,96.6207881654032
"Chr04_50672035","Chr04","Chr04_50672035",50672035,96.7439220032062
"Chr04_50680784","Chr04","Chr04_50680784",50680784,96.7606281821151
"Chr04_50881912","Chr04","Chr04_50881912",50881912,97.1446812569333
"Chr04_51225534","Chr04","Chr04_51225534",51225534,97.8008260287958
"Chr04_51282917","Chr04","Chr04_51282917",51282917,97.9103986273016
"Chr04_51459394","Chr04","Chr04_51459394",51459394,98.2473807207182
"Chr04_51485700","Chr04","Chr04_51485700",51485700,98.2976119176981
"Chr04_51546112","Chr04","Chr04_51546112",51546112,98.4129683790357
"Chr04_51746339","Chr04","Chr04_51746339",51746339,98.7953009981221
"Chr04_51808028","Chr04","Chr04_51808028",51808028,98.9130958856189
"Chr04_51869645","Chr04","Chr04_51869645",51869645,99.0307532894168
"Chr04_52030611","Chr04","Chr04_52030611",52030611,99.3381171932054
"Chr04_52031179","Chr04","Chr04_52031179",52031179,99.3392017868298
"Chr04_52046736","Chr04","Chr04_52046736",52046736,99.3689078132654
"Chr04_52067635","Chr04","Chr04_52067635",52067635,99.4088143663591
"Chr04_52093001","Chr04","Chr04_52093001",52093001,99.4572506372704
"Chr05_00137207","Chr05","Chr05_00137207",137207,0.322923696915055
"Chr05_00198889","Chr05","Chr05_00198889",198889,0.469063621735041
"Chr05_00307215","Chr05","Chr05_00307215",307215,0.725714727342021
"Chr05_00397214","Chr05","Chr05_00397214",397214,0.938944633860518
"Chr05_00578172","Chr05","Chr05_00578172",578172,1.36767892450568
"Chr05_00655961","Chr05","Chr05_00655961",655961,1.55198031894526
"Chr05_00934616","Chr05","Chr05_00934616",934616,2.21218298342944
"Chr05_01042512","Chr05","Chr05_01042512",1042512,2.46781531260776
"Chr05_01146872","Chr05","Chr05_01146872",1146872,2.71506998259598
"Chr05_01252438","Chr05","Chr05_01252438",1252438,2.96518196507947
"Chr05_01312337","Chr05","Chr05_01312337",1312337,3.10709752159178
"Chr05_01314799","Chr05","Chr05_01314799",1314799,3.11293060895774
"Chr05_01493109","Chr05","Chr05_01493109",1493109,3.53539113220036
"Chr05_01539344","Chr05","Chr05_01539344",1539344,3.64493329075638
"Chr05_01585448","Chr05","Chr05_01585448",1585448,3.75416507788877
"Chr05_01610354","Chr05","Chr05_01610354",1610354,3.81317355633575
"Chr05_01664082","Chr05","Chr05_01664082",1664082,3.94046848647304
"Chr05_01684073","Chr05","Chr05_01684073",1684073,3.98783211341569
"Chr05_01687574","Chr05","Chr05_01687574",1687574,3.99612684894299
"Chr05_01821717","Chr05","Chr05_01821717",1821717,4.3139448174772
"Chr05_01951522","Chr05","Chr05_01951522",1951522,4.62148499031949
"Chr05_02064355","Chr05","Chr05_02064355",2064355,4.88881429444733
"Chr05_02092129","Chr05","Chr05_02092129",2092129,4.95461777474872
"Chr05_02240623","Chr05","Chr05_02240623",2240623,5.30643681427758
"Chr05_02476579","Chr05","Chr05_02476579",2476579,5.86547497939584
"Chr05_02743365","Chr05","Chr05_02743365",2743365,6.4975570452015
"Chr05_02805769","Chr05","Chr05_02805769",2805769,6.64540756672263
"Chr05_02807049","Chr05","Chr05_02807049",2807049,6.64844020353352
"Chr05_02846111","Chr05","Chr05_02846111",2846111,6.74098774971099
"Chr05_02919972","Chr05","Chr05_02919972",2919972,6.91598273993713
"Chr05_03037780","Chr05","Chr05_03037780",3037780,7.19509905041981
"Chr05_03056526","Chr05","Chr05_03056526",3056526,7.23951296421436
"Chr05_03061555","Chr05","Chr05_03061555",3061555,7.25142790993467
"Chr05_03068490","Chr05","Chr05_03068490",3068490,7.26785864140619
"Chr05_03109628","Chr05","Chr05_03109628",3109628,7.36532474541132
"Chr05_03362270","Chr05","Chr05_03362270",3362270,7.9638961744566
"Chr05_03379706","Chr05","Chr05_03379706",3379706,8.005206374015
"Chr05_03437488","Chr05","Chr05_03437488",3437488,8.14210623355179
"Chr05_03502138","Chr05","Chr05_03502138",3502138,8.29527808497704
"Chr05_03507893","Chr05","Chr05_03507893",3507893,8.30891310438852
"Chr05_03522948","Chr05","Chr05_03522948",3522948,8.34458212562916
"Chr05_03541983","Chr05","Chr05_03541983",3541983,8.38968075195367
"Chr05_03639936","Chr05","Chr05_03639936",3639936,8.62175565315486
"Chr05_03717600","Chr05","Chr05_03717600",3717600,8.80576089165588
"Chr05_03730110","Chr05","Chr05_03730110",3730110,8.83540017798735
"Chr05_03919293","Chr05","Chr05_03919293",3919293,9.28362152939002
"Chr05_04006977","Chr05","Chr05_04006977",4006977,9.49136662792631
"Chr05_04058244","Chr05","Chr05_04058244",4058244,9.61283083994515
"Chr05_04137322","Chr05","Chr05_04137322",4137322,9.8001861944232
"Chr05_04263288","Chr05","Chr05_04263288",4263288,10.0986308260803
"Chr05_04266121","Chr05","Chr05_04266121",4266121,10.1053429042719
"Chr05_04269030","Chr05","Chr05_04269030",4269030,10.1122350452742
"Chr05_04364067","Chr05","Chr05_04364067",4364067,10.3374012207406
"Chr05_04508876","Chr05","Chr05_04508876",4508876,10.6804895832006
"Chr05_04524476","Chr05","Chr05_04524476",4524476,10.7174498443333
"Chr05_04537868","Chr05","Chr05_04537868",4537868,10.7491788069673
"Chr05_04954498","Chr05","Chr05_04954498",4954498,11.7362783964383
"Chr05_05196409","Chr05","Chr05_05196409",5196409,12.3094254304698
"Chr05_05296988","Chr05","Chr05_05296988",5296988,12.5477219756283
"Chr05_05335586","Chr05","Chr05_05335586",5335586,12.6391701909618
"Chr05_05340191","Chr05","Chr05_05340191",5340191,12.6500805757385
"Chr05_05428846","Chr05","Chr05_05428846",5428846,12.8601262136056
"Chr05_05481315","Chr05","Chr05_05481315",5481315,12.9844382611296
"Chr05_05501711","Chr05","Chr05_05501711",5501711,13.0327614333132
"Chr05_05783819","Chr05","Chr05_05783819",5783819,13.7011451094443
"Chr05_07261391","Chr05","Chr05_07261391",7261391,17.2018788890902
"Chr05_08132183","Chr05","Chr05_08132183",8132183,19.2650006655216
"Chr05_09989127","Chr05","Chr05_09989127",9989127,23.6645606109664
"Chr05_10672188","Chr05","Chr05_10672188",10672188,25.2829011833775
"Chr05_13884483","Chr05","Chr05_13884483",13884483,32.8936231087304
"Chr05_14570641","Chr05","Chr05_14570641",14570641,34.5193012406754
"Chr05_15039037","Chr05","Chr05_15039037",15039037,35.629047296672
"Chr05_15378302","Chr05","Chr05_15378302",15378302,36.432850052647
"Chr05_15388858","Chr05","Chr05_15388858",15388858,36.4578598293469
"Chr05_15642477","Chr05","Chr05_15642477",15642477,37.058746013208
"Chr05_16011122","Chr05","Chr05_16011122",16011122,37.9321572609831
"Chr05_16915835","Chr05","Chr05_16915835",16915835,40.0756462821507
"Chr05_17394271","Chr05","Chr05_17394271",17394271,41.2091795831328
"Chr05_18311893","Chr05","Chr05_18311893",18311893,43.3832532203878
"Chr05_18860400","Chr05","Chr05_18860400",18860400,44.6828020635388
"Chr05_19292082","Chr05","Chr05_19292082",19292082,45.7055635665079
"Chr05_19549407","Chr05","Chr05_19549407",19549407,46.3152301816355
"Chr05_24188625","Chr05","Chr05_24188625",24188625,57.3066858695757
"Chr05_25081911","Chr05","Chr05_25081911",25081911,59.4231014994636
"Chr05_26571506","Chr05","Chr05_26571506",26571506,62.9523207419043
"Chr05_27238532","Chr05","Chr05_27238532",27238532,64.5326704305164
"Chr05_27611162","Chr05","Chr05_27611162",27611162,65.415523129613
"Chr05_27714236","Chr05","Chr05_27714236",27714236,65.6597309473052
"Chr05_27832472","Chr05","Chr05_27832472",27832472,65.9398612957216
"Chr05_28275994","Chr05","Chr05_28275994",28275994,66.9906746891915
"Chr05_28380324","Chr05","Chr05_28380324",28380324,67.2378582817544
"Chr05_28728765","Chr05","Chr05_28728765",28728765,68.0634012528676
"Chr05_28862293","Chr05","Chr05_28862293",28862293,68.379762134184
"Chr05_29113760","Chr05","Chr05_29113760",29113760,68.9755496974068
"Chr05_31062277","Chr05","Chr05_31062277",31062277,73.5920687449485
"Chr05_31106419","Chr05","Chr05_31106419",31106419,73.6966520684692
"Chr05_31119642","Chr05","Chr05_31119642",31119642,73.7279806282742
"Chr05_31321892","Chr05","Chr05_31321892",31321892,74.2071609368706
"Chr05_31438725","Chr05","Chr05_31438725",31438725,74.4839672310325
"Chr05_31509945","Chr05","Chr05_31509945",31509945,74.6527050385886
"Chr05_31544730","Chr05","Chr05_31544730",31544730,74.7351193131722
"Chr05_31676373","Chr05","Chr05_31676373",31676373,75.0470141629351
"Chr05_31882544","Chr05","Chr05_31882544",31882544,75.5354842910124
"Chr05_31929319","Chr05","Chr05_31929319",31929319,75.646305843223
"Chr05_32310032","Chr05","Chr05_32310032",32310032,76.5483091699308
"Chr05_32458762","Chr05","Chr05_32458762",32458762,76.9006873518717
"Chr05_33027200","Chr05","Chr05_33027200",33027200,78.2474576671148
"Chr05_33051525","Chr05","Chr05_33051525",33051525,78.3050896127593
"Chr05_33082006","Chr05","Chr05_33082006",33082006,78.3773066460662
"Chr05_33216126","Chr05","Chr05_33216126",33216126,78.6950701219077
"Chr05_33310039","Chr05","Chr05_33310039",33310039,78.9175732631745
"Chr05_33350603","Chr05","Chr05_33350603",33350603,79.0136794191098
"Chr05_33488937","Chr05","Chr05_33488937",33488937,79.3414269039522
"Chr05_33496535","Chr05","Chr05_33496535",33496535,79.3594284465218
"Chr05_33544598","Chr05","Chr05_33544598",33544598,79.4733015895234
"Chr05_33621638","Chr05","Chr05_33621638",33621638,79.6558284175791
"Chr05_33624631","Chr05","Chr05_33624631",33624631,79.6629195753721
"Chr05_33712318","Chr05","Chr05_33712318",33712318,79.8706717816509
"Chr05_33779698","Chr05","Chr05_33779698",33779698,80.0303116787744
"Chr05_33819287","Chr05","Chr05_33819287",33819287,80.1241078183888
"Chr05_33820233","Chr05","Chr05_33820233",33820233,80.1263491265319
"Chr05_33855242","Chr05","Chr05_33855242",33855242,80.2092941125574
"Chr05_33856463","Chr05","Chr05_33856463",33856463,80.2121869637652
"Chr05_33866669","Chr05","Chr05_33866669",33866669,80.2363675038371
"Chr05_33885277","Chr05","Chr05_33885277",33885277,80.2804544614755
"Chr05_33987633","Chr05","Chr05_33987633",33987633,80.5229611594567
"Chr05_34006672","Chr05","Chr05_34006672",34006672,80.5680692627712
"Chr05_34142495","Chr05","Chr05_34142495",34142495,80.8898675671197
"Chr05_34321936","Chr05","Chr05_34321936",34321936,81.3150077092945
"Chr05_34354446","Chr05","Chr05_34354446",34354446,81.3920319457962
"Chr05_34404547","Chr05","Chr05_34404547",34404547,81.5107336152201
"Chr05_34455093","Chr05","Chr05_34455093",34455093,81.6304895997853
"Chr05_34555539","Chr05","Chr05_34555539",34555539,81.8684710350252
"Chr05_34592712","Chr05","Chr05_34592712",34592712,81.9565430726591
"Chr05_34599148","Chr05","Chr05_34599148",34599148,81.9717915496239
"Chr05_34650648","Chr05","Chr05_34650648",34650648,82.0938077963122
"Chr05_34655322","Chr05","Chr05_34655322",34655322,82.104881659167
"Chr05_34867188","Chr05","Chr05_34867188",34867188,82.6068446518052
"Chr05_35101237","Chr05","Chr05_35101237",35101237,83.1613646619247
"Chr05_35120485","Chr05","Chr05_35120485",35120485,83.2069679379686
"Chr05_35223296","Chr05","Chr05_35223296",35223296,83.4505526435661
"Chr05_35245696","Chr05","Chr05_35245696",35245696,83.5036237877567
"Chr05_35323388","Chr05","Chr05_35323388",35323388,83.687695365188
"Chr05_35460638","Chr05","Chr05_35460638",35460638,84.0128745857312
"Chr05_35502848","Chr05","Chr05_35502848",35502848,84.1128805230654
"Chr05_35633185","Chr05","Chr05_35633185",35633185,84.4216811355822
"Chr05_35693283","Chr05","Chr05_35693283",35693283,84.5640681723487
"Chr05_36005657","Chr05","Chr05_36005657",36005657,85.3041594935724
"Chr05_36610883","Chr05","Chr05_36610883",36610883,86.7380896861586
"Chr05_36731243","Chr05","Chr05_36731243",36731243,87.023252316283
"Chr05_36815393","Chr05","Chr05_36815393",36815393,87.2226244941242
"Chr05_36856712","Chr05","Chr05_36856712",36856712,87.3205194319284
"Chr05_36902759","Chr05","Chr05_36902759",36902759,87.4296161719528
"Chr05_36947149","Chr05","Chr05_36947149",36947149,87.5347870688556
"Chr05_36965515","Chr05","Chr05_36965515",36965515,87.5783006685969
"Chr05_37004415","Chr05","Chr05_37004415",37004415,87.670464396678
"Chr05_37061733","Chr05","Chr05_37061733",37061733,87.8062649253708
"Chr05_37108369","Chr05","Chr05_37108369",37108369,87.9167571521778
"Chr05_37280303","Chr05","Chr05_37280303",37280303,88.3241113533061
"Chr05_37314977","Chr05","Chr05_37314977",37314977,88.4062626414162
"Chr05_37426050","Chr05","Chr05_37426050",37426050,88.6694220699291
"Chr05_37468617","Chr05","Chr05_37468617",37468617,88.7702738286239
"Chr05_37751937","Chr05","Chr05_37751937",37751937,89.4415290327353
"Chr05_37922309","Chr05","Chr05_37922309",37922309,89.8451824692553
"Chr05_37928222","Chr05","Chr05_37928222",37928222,89.8591918297732
"Chr05_37934732","Chr05","Chr05_37934732",37934732,89.8746156310536
"Chr05_37940321","Chr05","Chr05_37940321",37940321,89.8878573553786
"Chr05_38007613","Chr05","Chr05_38007613",38007613,90.0472887587214
"Chr05_38074006","Chr05","Chr05_38074006",38074006,90.204590208554
"Chr05_38089127","Chr05","Chr05_38089127",38089127,90.2404156001302
"Chr05_38093813","Chr05","Chr05_38093813",38093813,90.251517893955
"Chr05_38404843","Chr05","Chr05_38404843",38404843,90.9884249465273
"Chr05_38520329","Chr05","Chr05_38520329",38520329,91.2620398642952
"Chr05_38534744","Chr05","Chr05_38534744",38534744,91.2961925671304
"Chr05_38549334","Chr05","Chr05_38549334",38549334,91.3307598882796
"Chr05_38786904","Chr05","Chr05_38786904",38786904,91.8936220188766
"Chr05_38898336","Chr05","Chr05_38898336",38898336,92.157632007245
"Chr05_38909794","Chr05","Chr05_38909794",38909794,92.1847788451975
"Chr05_38985591","Chr05","Chr05_38985591",38985591,92.3643606986001
"Chr05_39142406","Chr05","Chr05_39142406",39142406,92.7358942466473
"Chr05_39288797","Chr05","Chr05_39288797",39288797,93.0827307586657
"Chr05_39299163","Chr05","Chr05_39299163",39299163,93.107290378339
"Chr05_39354603","Chr05","Chr05_39354603",39354603,93.2386414602108
"Chr05_39586162","Chr05","Chr05_39586162",39586162,93.7872620440342
"Chr05_39593037","Chr05","Chr05_39593037",39593037,93.8035506206552
"Chr05_40082562","Chr05","Chr05_40082562",40082562,94.9633565072591
"Chr05_40124004","Chr05","Chr05_40124004",40124004,95.0615428625068
"Chr05_40165458","Chr05","Chr05_40165458",40165458,95.1597576487246
"Chr05_40174071","Chr05","Chr05_40174071",40174071,95.1801639775155
"Chr05_40177637","Chr05","Chr05_40177637",40177637,95.1886127141308
"Chr05_40190558","Chr05","Chr05_40190558",40190558,95.2192257611883
"Chr05_40219855","Chr05","Chr05_40219855",40219855,95.2886376054451
"Chr05_40253811","Chr05","Chr05_40253811",40253811,95.3690877738441
"Chr05_41017391","Chr05","Chr05_41017391",41017391,97.1781977863931
"Chr05_41057724","Chr05","Chr05_41057724",41057724,97.2737566461539
"Chr05_41082944","Chr05","Chr05_41082944",41082944,97.3335090683185
"Chr05_41126317","Chr05","Chr05_41126317",41126317,97.4362704405052
"Chr05_41326494","Chr05","Chr05_41326494",41326494,97.9105392990164
"Chr05_41365677","Chr05","Chr05_41365677",41365677,98.0033735241424
"Chr05_42070065","Chr05","Chr05_42070065",42070065,99.6722430381676
"Chr06_00033032","Chr06","Chr06_00033032",33032,0.0633565790790159
"Chr06_00380721","Chr06","Chr06_00380721",380721,0.740673727663217
"Chr06_00629318","Chr06","Chr06_00629318",629318,1.22495425188626
"Chr06_00661388","Chr06","Chr06_00661388",661388,1.2874283622409
"Chr06_00756924","Chr06","Chr06_00756924",756924,1.47353770451846
"Chr06_00835945","Chr06","Chr06_00835945",835945,1.62747492542068
"Chr06_01459245","Chr06","Chr06_01459245",1459245,2.84169734463018
"Chr06_01941361","Chr06","Chr06_01941361",1941361,3.78088562613124
"Chr06_03396192","Chr06","Chr06_03396192",3396192,6.61497581762968
"Chr06_03442427","Chr06","Chr06_03442427",3442427,6.70504412109855
"Chr06_03448890","Chr06","Chr06_03448890",3448890,6.71763439784386
"Chr06_03485925","Chr06","Chr06_03485925",3485925,6.78978059918419
"Chr06_03576322","Chr06","Chr06_03576322",3576322,6.96587888897928
"Chr06_04150660","Chr06","Chr06_04150660",4150660,8.08472065988245
"Chr06_04245030","Chr06","Chr06_04245030",4245030,8.26855857052067
"Chr06_04961656","Chr06","Chr06_04961656",4961656,9.66458513138771
"Chr06_05112467","Chr06","Chr06_05112467",5112467,9.95837319053002
"Chr06_06190024","Chr06","Chr06_06190024",6190024,12.0575130387189
"Chr06_06318489","Chr06","Chr06_06318489",6318489,12.3077698702346
"Chr06_06969868","Chr06","Chr06_06969868",6969868,13.5766917139732
"Chr06_07518829","Chr06","Chr06_07518829",7518829,14.6460977038203
"Chr06_07637888","Chr06","Chr06_07637888",7637888,14.8780311339641
"Chr06_07837123","Chr06","Chr06_07837123",7837123,15.2661517880492
"Chr06_07978808","Chr06","Chr06_07978808",7978808,15.5421619011018
"Chr06_08133148","Chr06","Chr06_08133148",8133148,15.8428246448541
"Chr06_08292887","Chr06","Chr06_08292887",8292887,16.1540049352794
"Chr06_08655264","Chr06","Chr06_08655264",8655264,16.8599351095227
"Chr06_09574265","Chr06","Chr06_09574265",9574265,18.6501992158535
"Chr06_09822607","Chr06","Chr06_09822607",9822607,19.1339829861588
"Chr06_09867604","Chr06","Chr06_09867604",9867604,19.2216395980587
"Chr06_10335428","Chr06","Chr06_10335428",10335428,20.1329862835139
"Chr06_10808038","Chr06","Chr06_10808038",10808038,21.0536563581852
"Chr06_10885743","Chr06","Chr06_10885743",10885743,21.2050299392612
"Chr06_11065403","Chr06","Chr06_11065403",11065403,21.5550174249586
"Chr06_11662746","Chr06","Chr06_11662746",11662746,22.718674191456
"Chr06_11806990","Chr06","Chr06_11806990",11806990,22.9996693761768
"Chr06_13180497","Chr06","Chr06_13180497",13180497,25.6753359770772
"Chr06_13242252","Chr06","Chr06_13242252",13242252,25.7956380876151
"Chr06_13368554","Chr06","Chr06_13368554",13368554,26.041681277076
"Chr06_13401522","Chr06","Chr06_13401522",13401522,26.1059047404428
"Chr06_13651064","Chr06","Chr06_13651064",13651064,26.5920261762431
"Chr06_13781851","Chr06","Chr06_13781851",13781851,26.8468063904917
"Chr06_13820409","Chr06","Chr06_13820409",13820409,26.9219194789562
"Chr06_13854053","Chr06","Chr06_13854053",13854053,26.9874598272185
"Chr06_14444520","Chr06","Chr06_14444520",14444520,28.1377217704294
"Chr06_14606225","Chr06","Chr06_14606225",14606225,28.4527319361574
"Chr06_14820517","Chr06","Chr06_14820517",14820517,28.8701844480413
"Chr06_15261552","Chr06","Chr06_15261552",15261552,29.7293446993747
"Chr06_15524002","Chr06","Chr06_15524002",15524002,30.2406116236832
"Chr06_15642869","Chr06","Chr06_15642869",15642869,30.4721710273479
"Chr06_15705119","Chr06","Chr06_15705119",15705119,30.5934374249025
"Chr06_15834565","Chr06","Chr06_15834565",15834565,30.8456052979604
"Chr06_15887892","Chr06","Chr06_15887892",15887892,30.9494892045049
"Chr06_15938325","Chr06","Chr06_15938325",15938325,31.0477354410972
"Chr06_16206037","Chr06","Chr06_16206037",16206037,31.5692530286015
"Chr06_16701469","Chr06","Chr06_16701469",16701469,32.5343816048791
"Chr06_16749523","Chr06","Chr06_16749523",16749523,32.6279934196275
"Chr06_17114448","Chr06","Chr06_17114448",17114448,33.3388872369386
"Chr06_17322318","Chr06","Chr06_17322318",17322318,33.743829342315
"Chr06_17336340","Chr06","Chr06_17336340",17336340,33.7711449636244
"Chr06_17451957","Chr06","Chr06_17451957",17451957,33.9963731899066
"Chr06_17479694","Chr06","Chr06_17479694",17479694,34.0504063797697
"Chr06_17596903","Chr06","Chr06_17596903",17596903,34.278735908942
"Chr06_18304015","Chr06","Chr06_18304015",18304015,35.6562286785426
"Chr06_18492343","Chr06","Chr06_18492343",18492343,36.0231019013324
"Chr06_18524744","Chr06","Chr06_18524744",18524744,36.0862208177528
"Chr06_18797212","Chr06","Chr06_18797212",18797212,36.6170033528357
"Chr06_18983194","Chr06","Chr06_18983194",18983194,36.9793064395827
"Chr06_19113654","Chr06","Chr06_19113654",19113654,37.2334496399839
"Chr06_19122151","Chr06","Chr06_19122151",19122151,37.2500022597433
"Chr06_19172326","Chr06","Chr06_19172326",19172326,37.3477458982542
"Chr06_19948047","Chr06","Chr06_19948047",19948047,38.8588927444785
"Chr06_20192738","Chr06","Chr06_20192738",20192738,39.3355641675152
"Chr06_20244146","Chr06","Chr06_20244146",20244146,39.4357097573223
"Chr06_21708966","Chr06","Chr06_21708966",21708966,42.2892590660122
"Chr06_22113039","Chr06","Chr06_22113039",22113039,43.0764153239895
"Chr06_23048138","Chr06","Chr06_23048138",23048138,44.8980392129361
"Chr06_23384434","Chr06","Chr06_23384434",23384434,45.5531621756996
"Chr06_23706373","Chr06","Chr06_23706373",23706373,46.1803169188696
"Chr06_26530535","Chr06","Chr06_26530535",26530535,51.6819386353457
"Chr06_27589864","Chr06","Chr06_27589864",27589864,53.7455693446651
"Chr06_27883038","Chr06","Chr06_27883038",27883038,54.3166882978647
"Chr06_29366166","Chr06","Chr06_29366166",29366166,57.2059025897905
"Chr06_30040221","Chr06","Chr06_30040221",30040221,58.5189985191668
"Chr06_30981432","Chr06","Chr06_30981432",30981432,60.3525289177014
"Chr06_31031767","Chr06","Chr06_31031767",31031767,60.450584244945
"Chr06_33718128","Chr06","Chr06_33718128",33718128,65.683762092354
"Chr06_34129795","Chr06","Chr06_34129795",34129795,66.4857118768057
"Chr06_34381000","Chr06","Chr06_34381000",34381000,66.9750729273712
"Chr06_35016892","Chr06","Chr06_35016892",35016892,68.2138252498419
"Chr06_35457008","Chr06","Chr06_35457008",35457008,69.0711952390169
"Chr06_35542064","Chr06","Chr06_35542064",35542064,69.2368889693046
"Chr06_36053266","Chr06","Chr06_36053266",36053266,70.232738366296
"Chr06_36094652","Chr06","Chr06_36094652",36094652,70.3133605531104
"Chr06_36471728","Chr06","Chr06_36471728",36471728,71.0479251816132
"Chr06_38353546","Chr06","Chr06_38353546",38353546,74.7138093537165
"Chr06_38701950","Chr06","Chr06_38701950",38701950,75.3925193613249
"Chr06_38973217","Chr06","Chr06_38973217",38973217,75.9209622828581
"Chr06_39014682","Chr06","Chr06_39014682",39014682,76.0017383659843
"Chr06_39177058","Chr06","Chr06_39177058",39177058,76.3180556763349
